"2016-04-26",0,1,490
"2016-04-26",0,2,460
"2016-04-26",1,2,300
"2016-04-26",1,5,1670
"2016-04-26",1,6,1480
"2016-04-26",2,3,1215
"2016-04-26",2,6,890
"2016-04-26",3,4,495
"2016-04-26",3,5,695
"2016-04-26",3,6,625
"2016-04-26",4,5,455
"2016-04-26",5,6,1330
